$$,Id_pregunta,Pregunta,Puntaje,reg_status,created_by,created_date,last_update_by,last_update_date,id_pregunta_tipo,id_habilidad,Id_sub_habilidad,id_insignia,&&
$$,221,1. Lee la siguiente oración y complétala eligiendo el verbo que esté correctamente conjugado.\n\nLos campos y las tierras de cultivo simplemente __________ vacías.,1,activo,developer,2022-05-03,developer,2022-05-03,1,10,59,1,&&
$$,222,2. Lee la oración y elige el complemento correcto[00] de acuerdo con lo que leíste.\n\nLa falta de alimentos afectó a todas ________ del mundo.\n,1,activo,developer,2022-05-04,developer,2022-05-04,1,10,60,1,&&
$$,223,3. Elige la opción que complete la oración sin que se repitan palabras.\n\nLos humanos siempre han consumido productos agrícolas[00] pero __________ nunca se preocuparon por cómo llegaban a las tiendas.,1,activo,developer,2022-05-05,developer,2022-05-05,1,10,61,1,&&
$$,224,4. Elige la opción que explique lo que sucedió con los campesinos.,1,activo,developer,2022-05-06,developer,2022-05-06,1,11,63,1,&&
$$,225,5. Elige la opción que mencione de qué se dieron cuenta los seres humanos al no tener alimentos.,1,activo,developer,2022-05-07,developer,2022-05-07,1,11,62,1,&&
$$,226,6. ¿Cuál fue la propuesta final de los presidentes para resolver el problema?,1,activo,developer,2022-05-08,developer,2022-05-08,1,11,63,1,&&
$$,227,7. ¿Qué estrategia implementaron los presidentes para convocar a las personas que se formarían como agricultores?,1,activo,developer,2022-05-09,developer,2022-05-09,1,11,64,1,&&
$$,229,9. Elige qué fue lo primero que cosecharon[00] después de tantos esfuerzos.,1,activo,developer,2022-05-10,developer,2022-05-10,1,11,63,1,&&
$$,231,1. ¿Qué tipo de complemento es el que está subrayado en esta oración? \n\nDesde la aparición de los seres humanos en la Tierra ha existido un proceso continuo de evoluciones.,1,activo,developer,2022-05-11,developer,2022-05-11,1,10,60,1,&&
$$,232,2. Lee las oraciones y elige la que contiene una expresión que requiere que regreses a leer alguna información del texto.,1,activo,developer,2022-05-12,developer,2022-05-12,1,10,61,1,&&
$$,233,3. Analiza la lectura y encuentra la oración que leerás a continuación. Luego elige a qué información se refieren las palabras destacadas en cursivas.\n\nAhora que conoces las definiciones vuelve a considerar los ejemplos iniciales.,1,activo,developer,2022-05-13,developer,2022-05-13,1,10,61,1,&&
$$,234,4. Vuelve a leer esta parte del texto y elige a qué se refiere la palabra resaltada en cursivas.\n\nPor su parte se encuentra el cine[00] al que se considera el séptimo arte. En sus orígenes eran fotografías en movimiento. Éste ha evolucionado tanto hasta el punto de producir películas completamente en computadora.,1,activo,developer,2022-05-14,developer,2022-05-14,1,10,61,1,&&
$$,235,5. Elige la opción que establece que la tecnología también ayuda a la difusión del arte.,1,activo,developer,2022-05-15,developer,2022-05-15,1,9,47,1,&&
$$,236,6. Lee la oración y elige la palabra que complete la comparación.\n\nLas pieles de animales son a la industria textil lo que las pinturas rupestres son a la ___________.,1,activo,developer,2022-05-16,developer,2022-05-16,1,9,50,1,&&
$$,237,7. Analiza la estructura del texto que leíste y elige la opción que describa el propósito que tienen los textos que están resaltados.,1,activo,developer,2022-05-17,developer,2022-05-17,1,7,39,1,&&
$$,238,8. Elige la opinión que valora positivamente el uso de tecnología en el arte.,1,activo,developer,2022-05-18,developer,2022-05-18,1,6,25,1,&&
$$,241,1. Elige la opción que mencione qué es el aburrimiento[00] de acuerdo con el texto.,1,activo,developer,2022-05-19,developer,2022-05-19,1,9,49,1,&&
$$,243,3. Elige las tres actividades que podrías realizar para combatir el aburrimiento.\n\na. Salir a caminar.\nb. Dormir todo el día.\nc. Llamar a un amigo.\nd. Encerrarte en tu cuarto.\ne. Relajarte y descansar.,1,activo,developer,2022-05-20,developer,2022-05-20,1,26,32,1,&&
$$,244,4. Elige lo que quiso dar a entender el autor cuando recomienda que pidas apoyo a un familiar o adulto de confianza en caso de que el aburrimiento no desaparezca[00] incluso después de realizar varias actividades.,1,activo,developer,2022-05-21,developer,2022-05-21,1,7,36,1,&&
$$,246,6. Comprueba qué tan creativo eres[00] aun sin estar aburrido. Elige la manualidad que podrías crear con los materiales que a continuación se presentan.\n\nCL_G6_B2_S22_CV41_\nHUMANAS_ElAburrimiento_01 CL_G6_B2_S22_CV41_\nHUMANAS_ElAburrimiento_02 CL_G6_B2_S22_CV41_\nHUMANAS_ElAburrimiento_03,1,activo,developer,2022-05-22,developer,2022-05-22,1,6,25,1,&&
$$,247,7. Elige el tipo de texto que es “El aburrimiento”.,1,activo,developer,2022-05-23,developer,2022-05-23,1,7,36,1,&&
$$,248,8. Elige la finalidad que tiene el texto que leíste.,1,activo,developer,2022-05-24,developer,2022-05-24,1,7,36,1,&&
$$,251,1. Elige cuál es la actitud de los hermanos mientras caminan hacia la casa vecina.,1,activo,developer,2022-05-25,developer,2022-05-25,1,9,48,1,&&
$$,252,2. Selecciona la opción que explique por qué René debe ser quien ofrezca disculpas a Ingrid.,1,activo,developer,2022-05-26,developer,2022-05-26,1,9,48,1,&&
$$,253,3. ¿Por qué las niñas del baño le tiraron pintura a Ingrid?,1,activo,developer,2022-05-27,developer,2022-05-27,1,9,48,1,&&
$$,254,4. ¿Cuál es el trabajo de la señora Casandra Lugo?,1,activo,developer,2022-05-28,developer,2022-05-28,1,11,63,1,&&
$$,255,5. Elige la oración que sea verdadera.,1,activo,developer,2022-05-29,developer,2022-05-29,1,9,50,1,&&
$$,257,7. Analiza los cuatro extractos y elige el que expresa el pensamiento de un personaje.,1,activo,developer,2022-05-30,developer,2022-05-30,1,7,35,1,&&
$$,258,8. ¿En qué año escolar está René?,1,activo,developer,2022-05-31,developer,2022-05-31,1,26,29,1,&&
$$,261,1. Elige cuál de los conceptos corresponde a una persona que se siente atraída igualmente hacia personas del sexo femenino y masculino.,1,activo,developer,2022-06-01,developer,2022-06-01,1,11,63,1,&&
$$,263,3. Elige la característica que corresponda con la definición de género.,1,activo,developer,2022-06-02,developer,2022-06-02,1,9,51,1,&&
$$,264,4. Elige el motivo por el cual actualmente es importante conocer la información que proporciona esta lectura.,1,activo,developer,2022-06-03,developer,2022-06-03,1,7,33,1,&&
$$,266,6. Relaciona cada diálogo con el concepto que está ejemplificando.\n\n1. sexo\n2. género\n3. orientación sexual\n\na.\n—Buenos días —dijo Carlos mientras entraba a la oficina.\n—Hola —le respondió Alfredo mientras miraba la camisa de Carlos—. No te había visto esa nueva camisa rosa. Te queda muy bien.\n—Gracias[00] siempre he pensado que el rosa se nos ve muy bien también a los hombres.\n\nb.\n—¡Es una niña! —dijo la enfermera[00] emocionada mientras cargaba a la recién nacida y se la mostraba a su madre.\n—¡Mi esposo se pondrá muy feliz! ¡Siempre quiso una niña! —exclamó la mamá entusiasmada[00] aunque exhausta por el trabajo de parto.\n\nc. \n—Yo los declaro marido y marido.\nLos dos se miraron y supieron que la unión sería para siempre.,1,activo,developer,2022-06-04,developer,2022-06-04,1,6,24,1,&&
$$,267,7. Observa los ejemplos y selecciona el caso en donde la construcción del género se libera de las ideas tradicionales.,1,activo,developer,2022-06-05,developer,2022-06-05,1,6,24,1,&&
$$,268,8. Lee las afirmaciones y elige aquella que represente el sentir de la comunidad LGBTI+.,1,activo,developer,2022-06-06,developer,2022-06-06,1,6,24,1,&&
$$,271,1. Elige la oración cuyo verbo esté conjugado en primera persona[00] tiempo pasado[00] modo indicativo.,1,activo,developer,2022-06-07,developer,2022-06-07,1,10,59,1,&&
$$,272,2. Elige la opción que corresponde al resumen de las acciones que leíste en el texto de esta sesión.,1,activo,developer,2022-06-08,developer,2022-06-08,1,11,62,1,&&
$$,273,3. ¿Cuál es la causa de que el cuerpo de Camil esté débil y encorvado? ,1,activo,developer,2022-06-09,developer,2022-06-09,1,9,47,1,&&
$$,274,4. Reflexiona y elige[00] a partir de la lectura[00] por qué la compañía de otras personas es como la luz.,1,activo,developer,2022-06-10,developer,2022-06-10,1,9,50,1,&&
$$,275,5. Selecciona qué quiso decirle Camil a Wil cuando le expresó: “Es imposible que yo me hunda[00] muchacho. Mírame[00] yo ya soy el mar”. ,1,activo,developer,2022-06-11,developer,2022-06-11,1,9,52,1,&&
$$,277,7. Deduce y selecciona cómo se llama el acto que realiza Camil al final del capítulo.,1,activo,developer,2022-06-12,developer,2022-06-12,1,26,29,1,&&
$$,278,8. ¿Qué tiene Wil que Camil no tiene? ,1,activo,developer,2022-06-13,developer,2022-06-13,1,26,29,1,&&
$$,281,1. ¿Qué relación hay entre el Día del Matemático y Évariste Galois?,1,activo,developer,2022-06-14,developer,2022-06-14,1,11,63,1,&&
$$,283,3. Elige la opción que explique qué es un teselado.,1,activo,developer,2022-06-15,developer,2022-06-15,1,11,63,1,&&
$$,284,4. Selecciona la opción que explique por qué se eligió el aniversario luctuoso de Galois para conmemorar el Día del Matemático.,1,activo,developer,2022-06-16,developer,2022-06-16,1,11,63,1,&&
$$,285,5. Selecciona la opción que explique por qué fue rechazado inicialmente el trabajo de Galois.,1,activo,developer,2022-06-17,developer,2022-06-17,1,9,48,1,&&
$$,286,6. Selecciona el año en que fue publicada la teoría de grupos.,1,activo,developer,2022-06-18,developer,2022-06-18,1,9,52,1,&&
$$,287,7. Analiza la primera imagen de la lectura. ¿Con qué propósito se colocó?,1,activo,developer,2022-06-19,developer,2022-06-19,1,7,35,1,&&
$$,288,8. De acuerdo con la información de la lectura[00] qué final alternativo pudo haber sucedido[00] pero aún coherente con lo que se contó en la historia.,1,activo,developer,2022-06-20,developer,2022-06-20,1,6,24,1,&&
$$,291,1. ¿Cuál de estas Opciónes contiene un complemento directo?,1,activo,developer,2022-06-21,developer,2022-06-21,1,10,60,1,&&
$$,292,2. ¿Qué significa que el cielo es de color rojizo?,1,activo,developer,2022-06-22,developer,2022-06-22,1,11,62,1,&&
$$,293,3. ¿Por qué Bartola está en la Caverna?,1,activo,developer,2022-06-23,developer,2022-06-23,1,11,62,1,&&
$$,294,4. ¿Cómo se siente Luna en este fragmento?,1,activo,developer,2022-06-24,developer,2022-06-24,1,11,62,1,&&
$$,296,6. ¿Qué relación hay entre Cardenio y Bartola?,1,activo,developer,2022-06-25,developer,2022-06-25,1,9,48,1,&&
$$,297,7. ¿Qué nos ayuda a aprender de la capacidad de Bartola de reflejar miles de posibilidades de las personas?,1,activo,developer,2022-06-26,developer,2022-06-26,1,7,36,1,&&
$$,298,8. ¿Cuál de estas opiniones con respecto a los hechos presentados en el fragmento es lógica?,1,activo,developer,2022-06-27,developer,2022-06-27,1,6,25,1,&&
$$,299,9. En tu lectura pudiste identificar las características de los personajes que acompañan a Luna dentro de la Caverna. De las siguientes Opciónes[00] elige una que[00] según los elementos dentro de la lectura[00] puede ser otra opción de salida de este lugar.\n\na. Cardenio puede adoptar una forma de linterna e iluminar la Caverna.\nb. Luna busca de forma organizada en cada rincón de la Caverna.\nc. Utilizar los espejos de Bartola para reflejar la luz e iluminar algunas partes de la cueva\nd. Organizarse todos y pedirle a Minerva que los libere.,1,activo,developer,2022-06-28,developer,2022-06-28,1,2,16,1,&&
$$,303,3. ¿Para qué sirven las preguntas que plantea el texto?,1,activo,developer,2022-06-29,developer,2022-06-29,1,7,36,1,&&
$$,304,4. ¿Para qué teoría es más importante ser justo que beneficiar a la mayoría?,1,activo,developer,2022-06-30,developer,2022-06-30,1,9,52,1,&&
$$,305,5. ¿Cuál es la base de las teorías éticas?,1,activo,developer,2022-07-01,developer,2022-07-01,1,26,29,1,&&
$$,306,6. Lee la siguiente solución que se da al problema planteado en la lectura. Elige la teoría que se utilizó en la resolución de la situación.\n\nEl objetivo de un experimento en clase es que los estudiantes aprendan algo. En ese sentido[00] es mejor que todos aprendan un poco a que solamente aprendan los que llevaron material. Entonces[00] es preferible que se comparta el material: esto baja la calidad de aprendizaje para los que sí lo llevaron[00] pero hace que todos aprendan algo.,1,activo,developer,2022-07-02,developer,2022-07-02,1,6,25,1,&&
$$,307,7. Ahora imagina que la profesora y los estudiantes decidieron que no se compartiría el material. Esta decisión se basó en el reglamento de la materia: “Cada estudiante deberá contar con su propio libro de texto y materiales para cada sesión de clase. Están prohibidos los préstamos de libros y materiales para evitar pérdida de éstos”. \n\nAl seguir el reglamento[00] ¿qué teoría ética pusieron en práctica los estudiantes y la profesora?,1,activo,developer,2022-07-03,developer,2022-07-03,1,6,25,1,&&
$$,308,8. Imagina que en el escenario en el cual se decidió no compartir el material los alumnos incumplidos tendrán puntos menos en su calificación de la materia. No obstante Camila[00] que sí llevó material[00] decide compartirlo con su gran amiga Marina. Esto hará que ni el experimento de Camila ni el de Marina obtengan la mejor calificación posible[00] pues trabajarán con material incompleto. ¿Qué teoría ética utilizaron las niñas para tomar su decisión?,1,activo,developer,2022-07-04,developer,2022-07-04,1,6,25,1,&&
$$,311,1. ¿Cómo logró René liberar a la Aurora?,1,activo,developer,2022-07-05,developer,2022-07-05,1,11,62,1,&&
$$,312,2. ¿Quién está hablando al inicio del fragmento? ,1,activo,developer,2022-07-06,developer,2022-07-06,1,11,63,1,&&
$$,313,3. Lee la sección del capítulo que se presenta a continuación y selecciona el sentimiento que manifiesta René.\n\n—Estas lágrimas son por mí. Me avergüenza haber sido tan cobarde —confesó René—. Ojalá pudieras ver a través de mis ojos[00] Ingrid. Eres hermosa. Jamás había visto a una chica tan bella. Yo fui la mala de esta historia[00] la cobarde —prosiguió—. Debí haberte advertido[00] debí haberte defendido. Ahora es muy tarde. Perdón. Lamento todo el dolor que te causaron[00] así como lamento no poder volver a ver a mis hermanos.,1,activo,developer,2022-07-07,developer,2022-07-07,1,9,49,1,&&
$$,314,4. ¿Por qué René no empuja a su papá?,1,activo,developer,2022-07-08,developer,2022-07-08,1,9,52,1,&&
$$,315,5. ¿Por qué le dice Ingrid a René que sus hermanos están muertos?,1,activo,developer,2022-07-09,developer,2022-07-09,1,9,52,1,&&
$$,316,6. ¿Cómo funciona la trampa de la bruma que envuelve a René y al almohadero?,1,activo,developer,2022-07-10,developer,2022-07-10,1,9,52,1,&&
$$,317,7. ¿Qué aprendiste gracias a este fragmento?,1,activo,developer,2022-07-11,developer,2022-07-11,1,7,36,1,&&
$$,319,9. Según la lectura[00] René se niega a empujar la imagen de su padre y de Ingrid hacia el acantilado. De las siguientes Opciónes[00] elige la que explique la reflexión que hace René y que evita que empuje a su padre y a Ingrid.\n\na. Piensa en lo malo que su padre e Ingrid le hicieron y decide que no fueron cosas tan malas.\nb. Reflexiona en que[00] si se acerca demasiado al acantilado[00] es posible que caiga con ellos[00] así que decide no empujarlos.\nc. Piensa en que debe perdonar a su papá y a Ingrid por el mal que le han causado en su vida y decide no empujarlos.\nd. Reflexiona sobre el peso que tienen sus vivencias positivas con su papá y con Ingrid para brindar y pedir perdón. Esto hace que decida no empujarlos.,1,activo,developer,2022-07-12,developer,2022-07-12,1,4,20,1,&&
$$,321,1. En esta oración ¿qué tipo de complemento está subrayado?\nTodos los días se extraen 30 000 toneladas de litio con la ayuda de muchísimos litros de agua.,1,activo,developer,2022-07-13,developer,2022-07-13,1,10,60,1,&&
$$,323,3. Elige la opción que describa por qué es importante seguir buscando materiales alternativos como el litio.,1,activo,developer,2022-07-14,developer,2022-07-14,1,9,47,1,&&
$$,324,4. Elige la opción que describa el propósito con el que se utilizó en el texto la referencia de la capacidad de una alberca olímpica.,1,activo,developer,2022-07-15,developer,2022-07-15,1,7,36,1,&&
$$,325,5. ¿Con qué propósito el texto señala las desventajas de la extracción del litio?,1,activo,developer,2022-07-16,developer,2022-07-16,1,7,36,1,&&
$$,326,6. ¿Por qué termina el texto con una pregunta?,1,activo,developer,2022-07-17,developer,2022-07-17,1,7,36,1,&&
$$,327,7. ¿De qué sitio web se obtuvieron los datos de la tabla que está en la lectura?,1,activo,developer,2022-07-18,developer,2022-07-18,1,26,30,1,&&
$$,328,8. ¿Qué otro título podría ser adecuado para la lectura?,1,activo,developer,2022-07-19,developer,2022-07-19,1,6,24,1,&&
$$,329,9. Elige[00] según la lectura[00] cuál sería el aspecto que se debe considerar para determinar si la extracción de litio es beneficiosa o perjudicial para el medio ambiente.,1,activo,developer,2022-07-20,developer,2022-07-20,1,2,16,1,&&
$$,331,1. Selecciona la opción que contiene un verbo en tiempo copretérito. ,1,activo,developer,2022-07-21,developer,2022-07-21,1,10,59,1,&&
$$,332,2. Selecciona las características del siguiente verbo: Quieren. ,1,activo,developer,2022-07-22,developer,2022-07-22,1,10,59,1,&&
$$,335,5. ¿Qué intención tienen los vientos erebos? ,1,activo,developer,2022-07-23,developer,2022-07-23,1,9,48,1,&&
$$,337,7. ¿Cómo se siente René cuando su papá no aparece luego del accidente de su mamá?,1,activo,developer,2022-07-24,developer,2022-07-24,1,9,52,1,&&
$$,338,8. Lee los diálogos y elige cuál sería lógico que haya ocurrido entre los hermanos cuando entraron al cuarto de René y la vieron tan triste por el accidente de su mamá,1,activo,developer,2022-07-25,developer,2022-07-25,1,6,24,1,&&
$$,339,9. A lo largo de las aventuras de Maqui hemos visto las características de los seis alientos. Cada uno tiene una particularidad con la cual se le identifica. ¿Cuál es la característica de Murha?\n\na. aislamiento\nb. asedio\nc. intimidación\nd. muerte,1,activo,developer,2022-07-26,developer,2022-07-26,1,2,17,1,&&
$$,341,1. Elige la opción que resuma correctamente el texto. ,1,activo,developer,2022-07-27,developer,2022-07-27,1,11,62,1,&&
$$,342,2. Elige el lugar donde se creó el primer billete.,1,activo,developer,2022-07-28,developer,2022-07-28,1,11,63,1,&&
$$,343,3. Elige la causa inicial por la cual existen las criptomonedas. ,1,activo,developer,2022-07-29,developer,2022-07-29,1,9,47,1,&&
$$,345,5. Elige la desventaja que tiene el trueque.,1,activo,developer,2022-07-30,developer,2022-07-30,1,9,28,1,&&
$$,347,7. ¿Cuál es la diferencia entre utilizar criptomonedas y utilizar tarjeta bancaria?,1,activo,developer,2022-07-31,developer,2022-07-31,1,9,51,1,&&
$$,348,8. Investiga qué significan las siglas a. n. e. y luego elige la respuesta correcta. ,1,activo,developer,2022-08-01,developer,2022-08-01,1,26,31,1,&&
$$,352,2. ¿A qué sección de la lectura corresponde este resumen?\n\nEl desperdicio de alimentos es un problema importante en la actualidad[00] ya que pone en evidencia que los recursos alimenticios no están bien repartidos en el mundo. Mientras que unas personas desperdician la comida[00] otras no tienen acceso a alimentos nutritivos.,1,activo,developer,2022-08-02,developer,2022-08-02,1,11,62,1,&&
$$,353,3. ¿Cuál es una consecuencia del desperdicio de alimentos?,1,activo,developer,2022-08-03,developer,2022-08-03,1,9,48,1,&&
$$,355,5. Elige cuál es el propósito del texto.,1,activo,developer,2022-08-04,developer,2022-08-04,1,7,36,1,&&
$$,356,6. En la sesión 11 también trabajaste un tema relacionado con el hambre y la FAO. ¿Qué concepto de aquella sesión se está describiendo en la parte destacada del siguiente texto?\n\nMientras que en algunos países desarrollados se desperdicia una gran cantidad de fruta[00] verdura o carne[00] hay muchas personas en los países en vías de desarrollo que no tienen nada para comer o cuya alimentación es deficiente.,1,activo,developer,2022-08-05,developer,2022-08-05,1,26,29,1,&&
$$,357,7. En este texto se explica que “lo que se debe buscar es que todos podamos consumir alimentos nutricionalmente valiosos”. ¿Cuál es el ejemplo sobre el que leíste mucha información en la sesión 11?,1,activo,developer,2022-08-06,developer,2022-08-06,1,26,29,1,&&
$$,358,8. En esta lectura se plantea que 800 millones de personas sufren hambre. En la lectura de la sesión 11 se plantea que son 821 millones[00] de acuerdo con el Mapa del hambre. ¿A qué se debe esta diferencia de datos?,1,activo,developer,2022-08-07,developer,2022-08-07,1,26,29,1,&&
$$,361,1. Elige la estructura del documento que leíste.,1,activo,developer,2022-08-08,developer,2022-08-08,1,43,44,1,&&
$$,362,2. Recuerda la sección del documento y elige la opción que describa para qué sirve.\n\nAtentamente\nJavier Villagrana\n667 12 445\njavi-11@ecorreo.com\nCórdoba[00] Argentina,1,activo,developer,2022-08-09,developer,2022-08-09,1,43,44,1,&&
$$,363,3. Selecciona qué tipo de documento es el texto que leíste.,1,activo,developer,2022-08-10,developer,2022-08-10,1,43,44,1,&&
$$,364,4. Elige cuál es la función del documento que leíste.,1,activo,developer,2022-08-11,developer,2022-08-11,1,9,49,1,&&
$$,365,5. Según las características de la carta que escribió Javier[00] ¿de qué tipo es?,1,activo,developer,2022-08-12,developer,2022-08-12,1,9,49,1,&&
$$,366,6. Analiza la situación que se presenta a continuación y elige la opción correcta.\n\nTuviste una diferencia con un amigo y lo hiciste sentir mal. Una vez que estás en tu casa y reflexionas lo que sucedió[00] te surge la idea de escribirle una carta. ¿De qué tipo sería?,1,activo,developer,2022-08-13,developer,2022-08-13,1,9,49,1,&&
$$,367,7. Elige cuáles son los elementos principales que debe contener una carta.,1,activo,developer,2022-08-14,developer,2022-08-14,1,9,49,1,&&
$$,368,8. ¿Qué elemento le falta a la carta de Javier?,1,activo,developer,2022-08-15,developer,2022-08-15,1,9,52,1,&&
$$,371,1. Relaciona los conceptos con sus descripciones.\n\nConceptos Descripción\n1. Desextinción a. Características biológicas que los individuos de una especie transmiten a su descendencia a través de la herencia.\n2. Clonación b. Técnicas que permiten revivir una especie extinta.\n3. Información genética c. Proceso utilizado para crear una copia genética exacta de una secuencia de ADN[00] célula u organismo.,1,activo,developer,2022-08-16,developer,2022-08-16,1,11,63,1,&&
$$,372,2. Elige la imagen en donde se muestre un mamut.,1,activo,developer,2022-08-17,developer,2022-08-17,1,26,31,1,&&
$$,374,4. Lee las oraciones y elige la que tenga un complemento directo.,1,activo,developer,2022-08-18,developer,2022-08-18,1,10,60,1,&&
$$,375,5. Selecciona el complemento agente que complete correctamente la oración.\n\nEl hábitat de los animales es invadido __________.,1,activo,developer,2022-08-19,developer,2022-08-19,1,10,60,1,&&
$$,377,7. En esta época ¿por qué es importante este tipo de texto?,1,activo,developer,2022-08-20,developer,2022-08-20,1,7,33,1,&&
$$,378,8. ¿Qué acciones realizarías para prevenir la extinción animal?\n\na. Evitar la contaminación de los recursos naturales.\nb. Cuidar las reservas naturales.\nc. Deforestar.\nd. Fomentar la caza de animales.\ne. Restaurar los ecosistemas.,1,activo,developer,2022-08-21,developer,2022-08-21,1,6,24,1,&&
$$,381,1. Elige cuál es el tema general del texto leyendo únicamente los subtítulos.,1,activo,developer,2022-08-22,developer,2022-08-22,1,11,64,1,&&
$$,383,3. Elige la información adicional al texto que proporciona la gráfica.,1,activo,developer,2022-08-23,developer,2022-08-23,1,11,64,1,&&
$$,384,4. ¿Cómo se relaciona el último subtítulo con el resto de la lectura?,1,activo,developer,2022-08-24,developer,2022-08-24,1,11,64,1,&&
$$,385,5. Elige la opción que explica por qué la libertad para tomar decisiones es un factor de felicidad.,1,activo,developer,2022-08-25,developer,2022-08-25,1,9,49,1,&&
$$,386,6. Elige para qué sirven las viñetas en el texto que leíste.,1,activo,developer,2022-08-26,developer,2022-08-26,1,7,35,1,&&
$$,387,7. ¿Para qué expone el texto el caso de Bután?,1,activo,developer,2022-08-27,developer,2022-08-27,1,7,36,1,&&
$$,388,8. ¿Por qué es importante saber que una persona o una nación son felices?,1,activo,developer,2022-08-28,developer,2022-08-28,1,26,29,1,&&
$$,389,9. Elige cuáles son indicadores que se utilizan para medir el grado de felicidad que experimenta una población[00] de acuerdo con el texto.,1,activo,developer,2022-08-29,developer,2022-08-29,1,2,18,1,&&
$$,392,2. ¿Qué es el fast fashion?,1,activo,developer,2022-08-30,developer,2022-08-30,1,11,63,1,&&
$$,395,5. ¿Por qué la producción de prendas se lleva a cabo en países asiáticos y latinoamericanos?,1,activo,developer,2022-08-31,developer,2022-08-31,1,7,33,1,&&
$$,396,6. La principal consecuencia ambiental de la fast fashion es:,1,activo,developer,2022-09-01,developer,2022-09-01,1,7,33,1,&&
$$,397,7. ¿Cuál imagen representa a un trabajador de la fast fashion?,1,activo,developer,2022-09-02,developer,2022-09-02,1,7,37,1,&&
$$,403,3.Lee la siguiente oración y elige la opción que explique lo que significa la palabra resaltada.\n\nEl hacker sustrajo datos importantes de un banco.,1,activo,developer,2022-09-03,developer,2022-09-03,1,9,49,1,&&
$$,404,4. Elige los delitos cibernéticos para los cuales se han establecido penas en los últimos tiempos.,1,activo,developer,2022-09-04,developer,2022-09-04,1,9,48,1,&&
$$,406,6. Elige cuál de los siguientes actos podría considerarse incorrecto[00] según la ética digital.,1,activo,developer,2022-09-05,developer,2022-09-05,1,9,49,1,&&
$$,408,8. ¿Por qué es importante la ética digital?,1,activo,developer,2022-09-06,developer,2022-09-06,1,9,48,1,&&
$$,411,1. Lee la descripción del canal de Panamá y elige la imagen que la representa correctamente.\n\nEl canal de Panamá es una ruta que conecta al océano Pacífico y el mar Caribe por el punto más estrecho del istmo de Panamá.,1,activo,developer,2022-09-07,developer,2022-09-07,1,9,48,1,&&
$$,412,2. Elige la opción que indica por qué fue renovado el canal de Panamá.,1,activo,developer,2022-09-08,developer,2022-09-08,1,9,47,1,&&
$$,413,3. Lee la siguiente oración y complétala con la opción correcta.\n\nEl canal de Panamá revolucionó __________.,1,activo,developer,2022-09-09,developer,2022-09-09,1,9,48,1,&&
$$,414,4. Elige cuál fue el mecanismo por el cual en 2006 se autorizó la ampliación del canal de Panamá.,1,activo,developer,2022-09-10,developer,2022-09-10,1,9,48,1,&&
$$,415,5. Elige el hecho que sucedió el 3 de septiembre de 2007[00] relacionado con el canal de Panamá.,1,activo,developer,2022-09-11,developer,2022-09-11,1,9,48,1,&&
$$,416,6. Lee el siguiente texto y complétalo eligiendo el conector adecuado.\n\nEl canal de Panamá era muy angosto[00] ___________[00] ahora es muy amplio.,1,activo,developer,2022-09-12,developer,2022-09-12,1,9,50,1,&&
$$,417,7. Elige el país desde el cual zarpó la embarcación que inauguró el renovado canal de Panamá.,1,activo,developer,2022-09-13,developer,2022-09-13,1,7,34,1,&&
$$,418,8. Escribe cuál era el máximo beneficio que se esperaba al ampliar el canal de Panamá.,1,activo,developer,2022-09-14,developer,2022-09-14,1,9,48,1,&&
$$,419,9. Elige qué le habría sucedido a Panamá de no haber hecho la ampliación del canal.,1,activo,developer,2022-09-15,developer,2022-09-15,1,9,52,1,&&
$$,420,10. Elige sobre qué trata principalmente el texto.,1,activo,developer,2022-09-16,developer,2022-09-16,1,9,48,1,&&
$$,421,1. ¿Qué verbo de los que están resaltados en cursivas está en modo subjuntivo?\n\nEn la actualidad[00] el mundo está lleno de fotografías. Basta que abras cualquier red social para que veas que gran parte de las publicaciones tienen como elemento principal una imagen. Esto ha sido posible gracias al ingenio y a la tecnología.,1,activo,developer,2022-09-17,developer,2022-09-17,1,10,59,1,&&
$$,424,4. Elige cuál es el propósito de este texto.,1,activo,developer,2022-09-18,developer,2022-09-18,1,11,62,1,&&
$$,425,5. ¿Por qué la fotografía se ubica entre lo artístico y lo comercial?,1,activo,developer,2022-09-19,developer,2022-09-19,1,9,48,1,&&
$$,426,6. ¿Cuál de estos elementos de la fotografía se puede añadir al subtema “Habilidad artística”?,1,activo,developer,2022-09-20,developer,2022-09-20,1,9,49,1,&&
$$,427,7. ¿Qué características tiene el público al que va dirigido el texto?,1,activo,developer,2022-09-21,developer,2022-09-21,1,7,36,1,&&
$$,428,8. ¿Cuál de estas fotografías busca principalmente transmitir una emoción?,1,activo,developer,2022-09-22,developer,2022-09-22,1,26,29,1,&&
$$,430,Tener una mente abierta al cambio y al desarrollo nos permitirá identificar las habilidades que se requieren para darle un enfoque profesional a lo que hagamos. Reconocer las áreas de mejora y estar dispuestos a trabajar con ellas es parte importantísima del crecimiento personal.\n\n10. Piensa en alguna actividad en la que consideres que eres bueno[00] pero en la que todavía podrías mejorar. Al finalizar[00] escribe qué habilidades tendrías que desarrollar para ello y cómo podrías lograrlo.,1,activo,developer,2022-09-23,developer,2022-09-23,1,1,13,1,&&
$$,431,1. Elige la oración en la que haya un complemento de cualquier tipo.,1,activo,developer,2022-09-24,developer,2022-09-24,1,10,60,1,&&
